raw_time,quantized_time,offset_ms,bar,beat,step,strength,low,mid,high,accent
26.6217,26.6391,-17.375,14,2,8,0.1625,0.1040,0.2797,0.0021,0
26.6681,26.6391,29.025,14,2,8,0.1431,0.1003,0.2334,0.0027,0
26.7204,26.7726,-52.200,14,3,9,0.1560,0.0999,0.2682,0.0000,0
26.7726,26.7726,0.000,14,3,9,0.9420,0.9792,0.6369,0.1222,1
26.9119,26.9061,5.775,14,3,10,0.1975,0.0000,0.3921,0.1706,0
26.9584,26.9061,52.275,14,3,10,0.1618,0.1015,0.2812,0.0016,0
27.0454,27.0397,5.750,14,3,11,0.2674,0.0173,0.0000,0.6642,0
27.1035,27.0397,63.850,14,3,11,0.1526,0.0825,0.2811,0.0000,0
27.1499,27.1732,-23.275,14,3,12,0.1589,0.1014,0.2739,0.0023,0
27.2254,27.1732,52.225,14,3,12,0.1597,0.1103,0.2627,0.0000,0
27.3067,27.3067,0.000,14,4,13,0.9772,1.0000,0.4162,0.1106,1
27.4402,27.4402,0.000,14,4,14,0.2034,0.0000,0.3999,0.1873,0
27.4866,27.4402,46.400,14,4,14,0.1536,0.0878,0.2776,0.0000,0
27.5795,27.5737,5.800,14,4,15,0.2910,0.1015,0.1563,0.6616,0
27.8407,27.8407,0.000,15,1,1,1.0000,1.0000,0.7255,0.0935,1
27.9742,27.9757,-1.475,15,1,2,0.2033,0.0000,0.4028,0.1774,0
28.0439,28.1106,-66.750,15,1,3,0.1451,0.0787,0.2669,0.0000,0
28.1194,28.1106,8.750,15,1,3,0.3211,0.1322,0.3189,0.6386,0
28.1890,28.2456,-56.625,15,1,4,0.1687,0.0986,0.3025,0.0000,0
28.2355,28.2456,-10.125,15,1,4,0.1606,0.1071,0.2700,0.0028,0
28.3109,28.2456,65.275,15,1,4,0.1588,0.1049,0.2685,0.0000,0
28.3806,28.3806,0.000,15,2,5,0.9270,0.9357,0.7670,0.1267,1
28.5083,28.5141,-5.800,15,2,6,0.1420,0.0000,0.2670,0.1623,0
28.5722,28.5141,58.100,15,2,6,0.1600,0.1025,0.2751,0.0000,0
28.6476,28.6476,0.000,15,2,7,0.3053,0.1272,0.3086,0.6019,0
28.6941,28.6476,46.500,15,2,7,0.1618,0.0996,0.2836,0.0000,0
28.7405,28.7811,-40.600,15,2,8,0.1528,0.0842,0.2798,0.0000,0
28.7927,28.7811,11.600,15,2,8,0.1557,0.1182,0.2382,0.0027,0
28.8392,28.7811,58.100,15,2,8,0.1617,0.1079,0.2719,0.0027,0
28.9146,28.9146,0.000,15,3,9,0.9728,1.0000,0.6009,0.1171,1
29.0540,29.0481,5.875,15,3,10,0.2053,0.0000,0.4074,0.1774,0
29.1294,29.1816,-52.250,15,3,11,0.1465,0.1090,0.2282,0.0000,0
29.1875,29.1816,5.850,15,3,11,0.2686,0.0286,0.0000,0.6650,0
29.2688,29.3152,-46.375,15,3,12,0.1543,0.0903,0.2765,0.0000,0
29.3210,29.3152,5.825,15,3,12,0.1476,0.1017,0.2433,0.0000,0
29.3674,29.3152,52.225,15,3,12,0.1712,0.1229,0.2743,0.0000,0
29.4487,29.4487,0.000,15,4,13,0.9759,1.0000,0.3826,0.1030,1
29.5126,29.4487,63.900,15,4,13,0.1343,0.0000,0.2843,0.0036,0
29.5822,29.5822,-0.025,15,4,14,0.2033,0.0000,0.4011,0.1830,0
29.6287,29.5822,46.475,15,4,14,0.1361,0.0627,0.2614,0.0000,0
29.7273,29.7157,11.550,15,4,15,0.3011,0.1035,0.2922,0.6232,0
